Tabela de observabilidade - Cinturão Principal - Zeiss


Iluninação da lua: 5.5 %


--------------------------------------------------------------------------------------------------------------------------------------------------------


Objeto                    |  mag  |  rot  | 18:00 | 19:00 | 20:00 | 21:00 | 22:00 | 23:00 | 00:00 | 01:00 | 02:00 | 03:00 | 04:00 | 05:00 | 06:00 |
540 Rosamunde (A904 PE)   |  13.7 |   9.4 |       |       |  32.9 |  45.7 |  58.1 |  68.8 |  73.7 |  68.4 |  57.6 |  45.1 |  32.2 |       |       |
505 Cava (A902 QA)        |  13.7 |   8.2 |       |       |       |       |       |       |       |       |       |       |  28.3 |  40.3 |  50.8 |
530 Turandot (A904 GB)    |  13.7 |  20.0 |       |       |       |       |       |       |       |       |  32.2 |  44.6 |  55.9 |  64.3 |  66.5 |
347 Pariana (A892 WD)     |  13.7 |   4.1 |       |       |       |       |       |       |  27.7 |  40.5 |  53.5 |  66.4 |  78.5 |  81.7 |  70.9 |
35 Leukothea (A855 HA)    |  13.7 |  31.9 |  61.1 |  56.4 |  47.3 |  36.0 |  23.6 |       |       |       |       |       |       |       |       |
122 Gerda (A872 OA)       |  13.7 |  10.7 |  60.9 |  61.0 |  54.7 |  44.7 |  32.9 |  20.3 |       |       |       |       |       |       |       |
736 Harvard (A912 WC)     |  13.7 |   6.7 |       |       |       |       |       |       |  24.4 |  37.3 |  49.7 |  60.8 |  68.2 |  68.0 |  60.2 |
663 Gerlinde (A908 MB)    |  13.8 |  10.3 |       |       |  21.4 |  34.0 |  45.8 |  55.9 |  62.0 |  61.7 |  54.9 |  44.6 |  32.7 |  20.0 |       |
686 Gersuind (A909 QA)    |  13.8 |   6.3 |       |       |       |       |       |       |       |       |       |       |       |       |  27.2 |
466 Tisiphone (A901 BB)   |  13.8 |   8.8 |  44.9 |  57.3 |  69.7 |  81.8 |  83.3 |  71.4 |  59.0 |  46.6 |  34.5 |  22.7 |       |       |       |
98 Ianthe (A868 HA)       |  13.8 |  16.5 |  28.0 |       |       |       |       |       |       |       |       |       |       |       |       |
241 Germania (A884 RA)    |  13.8 |  15.5 |  66.4 |  70.3 |  65.2 |  54.9 |  42.8 |  30.0 |       |       |       |       |       |       |       |
233 Asterope (A883 JA)    |  13.8 |  19.7 |  60.7 |  67.4 |  66.3 |  58.3 |  47.1 |  34.7 |  21.8 |       |       |       |       |       |       |
503 Evelyn (A903 BL)      |  13.8 |  38.9 |       |       |  23.0 |  35.5 |  48.3 |  61.2 |  74.2 |  86.2 |  78.7 |  65.8 |  52.8 |  39.9 |  27.4 |
847 Agnia (A915 RP)       |  13.8 |  14.8 |       |       |       |  29.0 |  42.0 |  54.9 |  67.6 |  78.2 |  78.1 |  67.4 |  54.7 |  41.8 |  28.8 |
363 Padua (A893 FD)       |  13.8 |   8.4 |  40.8 |  53.8 |  66.5 |  77.3 |  78.4 |  68.2 |  55.6 |  42.7 |  29.7 |       |       |       |       |
814 Tauris (A916 AE)      |  13.8 |  36.1 |       |  31.5 |  44.4 |  57.4 |  70.3 |  81.9 |  80.0 |  67.9 |  54.9 |  41.9 |  29.1 |       |       |
1609 Brenda (1951 NL)     |  13.8 |  19.8 |       |       |       |       |       |       |       |       |  29.3 |  42.2 |  55.1 |  67.6 |  77.6 |
599 Luisa (A906 HF)       |  13.8 |   9.6 |  58.8 |  69.7 |  74.7 |  69.1 |  58.0 |  45.5 |  32.6 |       |       |       |       |       |       |
419 Aurelia (A896 RF)     |  13.8 |  16.8 |       |       |       |       |       |       |       |       |       |       |       |  20.9 |  30.7 |
818 Kapteynia (A916 DF)   |  13.8 |  16.4 |       |       |       |       |       |  30.9 |  42.9 |  55.2 |  67.6 |  79.7 |  84.5 |  73.4 |  61.1 |
582 Olympia (A906 BM)     |  13.9 |  36.3 |       |       |       |       |       |       |  31.3 |  42.4 |  51.5 |  56.7 |  56.1 |  50.0 |  40.3 |
325 Heidelberga (A892 EA) |  13.9 |   6.7 |       |       |       |       |  23.5 |  36.1 |  49.0 |  62.0 |  74.8 |  84.6 |  76.5 |  63.8 |  50.8 |
921 Jovita (A919 RD)      |  13.9 |  15.6 |       |       |  24.0 |  36.0 |  46.8 |  55.0 |  58.4 |  55.6 |  47.9 |  37.3 |  25.4 |       |       |
976 Benjamina (A922 FD)   |  13.9 |   9.7 |       |       |  23.1 |  36.1 |  49.0 |  61.4 |  71.7 |  74.9 |  67.6 |  56.0 |  43.3 |  30.3 |       |
481 Emita (A902 CB)       |  13.9 |  14.4 |  33.1 |  46.0 |  58.9 |  71.8 |  82.9 |  78.7 |  66.4 |  53.4 |  40.4 |  27.7 |       |       |       |
378 Holmia (A893 XA)      |  13.9 |   4.5 |       |       |  26.6 |  39.5 |  52.3 |  64.3 |  73.3 |  73.3 |  64.3 |  52.3 |  39.5 |  26.5 |       |
559 Nanon (A905 EB)       |  13.9 |  10.1 |  36.0 |  48.6 |  60.3 |  69.1 |  70.5 |  63.3 |  52.1 |  39.7 |  26.8 |       |       |       |       |
797 Montana (A914 WG)     |  13.9 |   4.5 |       |  28.1 |  41.0 |  54.0 |  66.5 |  76.6 |  76.8 |  66.7 |  54.3 |  41.3 |  28.4 |       |       |
2379 Heiskanen (1941 ST)  |  13.9 |   3.8 |       |       |       |  20.7 |  33.5 |  46.5 |  59.4 |  71.6 |  79.5 |  74.2 |  62.5 |  49.7 |  36.7 |
472 Roma (A901 NA)        |  13.9 |   9.8 |  36.9 |  47.5 |  55.4 |  58.4 |  55.2 |  47.2 |  36.5 |  24.5 |       |       |       |       |       |
34 Circe (A855 GA)        |  13.9 |  12.2 |  35.0 |  24.9 |       |       |       |       |       |       |       |       |       |       |       |
67 Asia (A861 HA)         |  13.9 |  15.9 |  52.2 |  44.7 |  34.5 |  22.8 |       |       |       |       |       |       |       |       |       |
1105 Fragaria (1929 AB)   |  13.9 |   5.4 |       |       |       |       |  31.8 |  44.8 |  57.7 |  70.2 |  79.5 |  76.0 |  64.5 |  51.8 |  38.8 |
123 Brunhild (A872 OB)    |  13.9 |   9.9 |  35.7 |  48.5 |  61.4 |  74.4 |  86.4 |  78.7 |  65.7 |  52.8 |  39.9 |  27.4 |       |       |       |
260 Huberta (A886 TA)     |  13.9 |   8.3 |       |       |  20.4 |  33.4 |  46.3 |  58.8 |  69.6 |  74.6 |  69.1 |  58.0 |  45.5 |  32.6 |       |
780 Armenia (A914 BJ)     |  13.9 |  19.9 |       |  22.6 |  35.0 |  46.3 |  55.5 |  60.3 |  58.7 |  51.4 |  41.0 |  29.1 |       |       |       |
337 Devosa (A892 SB)      |  13.9 |   4.7 |  45.5 |  37.4 |  27.0 |       |       |       |       |       |       |       |       |       |       |
362 Havnia (A893 EG)      |  13.9 |  16.9 |  53.0 |  65.8 |  77.5 |  80.4 |  70.2 |  57.6 |  44.6 |  31.7 |       |       |       |       |       |
441 Bathilde (A898 XA)    |  13.9 |  10.4 |  23.8 |       |       |       |       |       |       |       |       |       |       |       |       |
163 Erigone (A876 HC)     |  14.0 |  16.1 |       |       |  28.5 |  41.5 |  54.3 |  66.5 |  75.6 |  74.6 |  64.6 |  52.3 |  39.4 |  26.4 |       |
194 Prokne (A879 FA)      |  14.0 |  15.7 |  28.8 |       |       |       |       |       |       |       |       |       |       |       |       |
527 Euryanthe (A904 FC)   |  14.0 |  42.8 |       |  27.9 |  40.9 |  53.7 |  65.8 |  74.8 |  74.0 |  64.4 |  52.2 |  39.3 |  26.3 |       |       |
270 Anahita (A887 TA)     |  14.0 |  15.1 |  60.8 |  57.1 |  48.6 |  37.5 |  25.3 |       |       |       |       |       |       |       |       |
54 Alexandra (A858 RA)    |  14.0 |   7.0 |  43.6 |  33.9 |  22.6 |       |       |       |       |       |       |       |       |       |       |
304 Olga (A891 CB)        |  14.0 |  18.4 |  29.4 |  40.6 |  49.7 |  55.1 |  55.0 |  49.5 |  40.3 |  29.1 |       |       |       |       |       |
1631 Kopff (1936 UC)      |  14.0 |   6.7 |       |       |       |       |       |  29.4 |  41.8 |  54.5 |  67.3 |  80.3 |  86.8 |  73.8 |  60.9 |
276 Adelheid (A888 HA)    |  14.0 |   6.3 |  23.6 |  35.9 |  47.2 |  56.2 |  60.6 |  58.6 |  51.0 |  40.4 |  28.4 |       |       |       |       |
1458 Mineura (1937 RC)    |  14.0 | 930.0 |       |       |       |       |  30.3 |  42.0 |  52.0 |  58.5 |  59.1 |  53.6 |  44.2 |  32.7 |  20.3 |
739 Mandeville (A913 CH)  |  14.0 |  23.9 |  36.2 |  28.7 |       |       |       |       |       |       |       |       |       |       |       |
840 Zenobia (A916 SN)     |  14.0 |   5.6 |       |       |  26.3 |  39.3 |  52.2 |  64.9 |  76.2 |  78.9 |  69.4 |  57.0 |  44.0 |  31.1 |       |
218 Bianca (A880 RA)      |  14.0 |   6.3 |  27.1 |       |       |       |       |       |       |       |       |       |       |       |       |
872 Holda (A917 KH)       |  14.0 |   5.9 |       |       |       |       |  20.6 |  33.5 |  45.9 |  57.0 |  65.1 |  66.5 |  60.2 |  49.8 |  37.8 |
212 Medea (A880 CA)       |  14.0 |  10.3 |       |       |       |       |       |       |       |       |       |       |  23.5 |  33.6 |  41.6 |
200 Dynamene (A879 OA)    |  14.0 |  37.4 |  31.6 |  21.6 |       |       |       |       |       |       |       |       |       |       |       |
556 Phyllis (A905 AD)     |  14.0 |   4.3 |  38.8 |  51.8 |  64.7 |  77.1 |  82.8 |  72.8 |  60.1 |  47.1 |  34.2 |  21.5 |       |       |       |
210 Isabella (A879 VA)    |  14.0 |   6.7 |  24.6 |  37.0 |  49.7 |  62.5 |  75.5 |  88.2 |  78.3 |  65.3 |  52.4 |  39.7 |  27.2 |       |       |
238 Hypatia (A884 NA)     |  14.0 |   8.9 |  56.9 |  59.2 |  55.1 |  46.5 |  35.5 |  23.4 |       |       |       |       |       |       |       |
563 Suleika (A905 GD)     |  14.0 |   5.7 |  40.5 |  53.2 |  64.9 |  73.2 |  72.1 |  62.8 |  50.8 |  38.0 |  25.0 |       |       |       |       |
790 Pretoria (A912 BE)    |  14.0 |  10.4 |  75.2 |  76.4 |  67.1 |  54.9 |  42.0 |  29.0 |       |       |       |       |       |       |       |
--------------------------+-------+-------+-------+-------+-------+-------+-------+-------+-------+-------+-------+-------+-------+-------+


--------------------------------------------------------------------------------------------------------------------------------------------------------


Unidades: 
Nome | RA (hh mm ss.ss), DEC (dd mm ss.s) | EL (dd.d) AZ (dd.d) | magnitude aparente | moon_dis (dd.d)


Local Time: 2026-07-16 18:00 -- UTC: 2026-07-16 21:00
790 Pretoria (A912 BE)             	| RA, DEC 12 30 06.53 -17 43 27.1	| EL, AZ: 75.2  35.2 	| Mag: 14.0 	| moon_dis: 48.5 
15 Eunomia (A851 OA)               	| RA, DEC 12 00 16.99 -12 11 08.4	| EL, AZ: 72.0  4.5  	| Mag: 11.3 	| moon_dis: 39.4 
241 Germania (A884 RA)             	| RA, DEC 12 49 55.24 -10 22 22.6	| EL, AZ: 66.4  36.1 	| Mag: 13.8 	| moon_dis: 48.6 
704 Interamnia (A910 TC)           	| RA, DEC 13 47 24.75 -26 36 57.9	| EL, AZ: 65.0  89.0 	| Mag: 12.5 	| moon_dis: 68.3 
55 Pandora (A858 RB)               	| RA, DEC 13 01 07.42 -10 05 07.4	| EL, AZ: 64.7  41.3 	| Mag: 13.7 	| moon_dis: 50.9 
93 Minerva (A867 QA)               	| RA, DEC 13 33 58.08 -17 42 00.6	| EL, AZ: 64.2  67.0 	| Mag: 12.6 	| moon_dis: 61.4 
120 Lachesis (A872 GB)             	| RA, DEC 11 52 49.74 -03 26 49.6	| EL, AZ: 63.4  359.0	| Mag: 13.6 	| moon_dis: 32.8 
20 Massalia (A852 SA)              	| RA, DEC 12 31 56.23 -03 22 05.3	| EL, AZ: 61.9  20.1 	| Mag: 11.5 	| moon_dis: 41.5 
154 Bertha (A875 VD)               	| RA, DEC 13 46 56.29 -17 37 06.9	| EL, AZ: 61.6  70.4 	| Mag: 13.1 	| moon_dis: 64.2 
26 Proserpina (A853 JA)            	| RA, DEC 13 05 57.82 -06 47 00.2	| EL, AZ: 61.3  39.3 	| Mag: 12.4 	| moon_dis: 50.6 
35 Leukothea (A855 HA)             	| RA, DEC 11 41 28.13 -01 20 11.3	| EL, AZ: 61.1  353.2	| Mag: 13.7 	| moon_dis: 29.3 
122 Gerda (A872 OA)                	| RA, DEC 12 24 49.91 -01 55 55.9	| EL, AZ: 60.9  15.7 	| Mag: 13.7 	| moon_dis: 39.3 
270 Anahita (A887 TA)              	| RA, DEC 11 50 50.12 -00 52 57.7	| EL, AZ: 60.8  358.1	| Mag: 14.0 	| moon_dis: 31.2 
233 Asterope (A883 JA)             	| RA, DEC 13 17 07.73 -08 06 53.3	| EL, AZ: 60.7  45.6 	| Mag: 13.8 	| moon_dis: 53.7 
13 Egeria (A850 VA)                	| RA, DEC 13 34 47.78 -11 58 12.1	| EL, AZ: 60.5  57.4 	| Mag: 12.0 	| moon_dis: 59.2 
174 Phaedra (A877 RA)              	| RA, DEC 14 11 24.45 -29 12 03.5	| EL, AZ: 60.4  97.0 	| Mag: 12.9 	| moon_dis: 74.2 
88 Thisbe (A866 LA)                	| RA, DEC 11 23 24.91 -01 02 55.2	| EL, AZ: 60.0  344.3	| Mag: 13.2 	| moon_dis: 25.4 
204 Kallisto (A879 TA)             	| RA, DEC 12 53 31.72 -03 23 48.2	| EL, AZ: 59.9  30.4 	| Mag: 13.7 	| moon_dis: 46.5 
19 Fortuna (A852 QA)               	| RA, DEC 11 52 42.31 +00 25 06.1	| EL, AZ: 59.5  359.1	| Mag: 13.2 	| moon_dis: 31.0 
7 Iris (A847 PA)                   	| RA, DEC 11 18 22.01 -00 26 26.3	| EL, AZ: 59.1  342.2	| Mag: 11.4 	| moon_dis: 24.0 
599 Luisa (A906 HF)                	| RA, DEC 13 52 43.39 -14 47 16.8	| EL, AZ: 58.8  67.2 	| Mag: 13.8 	| moon_dis: 64.3 
65 Cybele (A861 EB)                	| RA, DEC 12 02 10.52 +02 08 03.8	| EL, AZ: 57.7  3.6  	| Mag: 13.1 	| moon_dis: 32.5 
374 Burgundia (A893 SA)            	| RA, DEC 13 41 11.19 -08 27 01.6	| EL, AZ: 57.0  54.5 	| Mag: 13.7 	| moon_dis: 59.3 
238 Hypatia (A884 NA)              	| RA, DEC 12 45 43.98 +00 39 06.5	| EL, AZ: 56.9  23.9 	| Mag: 14.0 	| moon_dis: 43.2 
156 Xanthippe (A875 WA)            	| RA, DEC 10 52 27.02 +00 00 16.9	| EL, AZ: 56.5  331.0	| Mag: 13.7 	| moon_dis: 18.7 
69 Hesperia (A861 HC)              	| RA, DEC 13 24 29.82 -03 17 01.7	| EL, AZ: 55.8  42.8 	| Mag: 12.9 	| moon_dis: 53.7 
79 Eurynome (A863 RA)              	| RA, DEC 14 09 01.86 -10 28 09.6	| EL, AZ: 53.1  65.1 	| Mag: 13.0 	| moon_dis: 66.5 
362 Havnia (A893 EG)               	| RA, DEC 14 35 26.58 -21 32 12.2	| EL, AZ: 53.0  86.3 	| Mag: 13.9 	| moon_dis: 76.2 
135 Hertha (A874 DA)               	| RA, DEC 14 28 29.00 -17 48 15.7	| EL, AZ: 53.0  79.6 	| Mag: 12.4 	| moon_dis: 73.4 
67 Asia (A861 HA)                  	| RA, DEC 10 54 29.78 +04 54 21.9	| EL, AZ: 52.2  335.1	| Mag: 13.9 	| moon_dis: 16.1 
11 Parthenope (A850 JA)            	| RA, DEC 11 25 23.55 +07 32 51.2	| EL, AZ: 51.7  348.3	| Mag: 12.2 	| moon_dis: 22.1 
116 Sirona (A871 RA)               	| RA, DEC 14 26 19.61 -14 14 11.1	| EL, AZ: 51.7  74.0 	| Mag: 12.7 	| moon_dis: 71.7 
144 Vibilia (A875 LA)              	| RA, DEC 14 24 57.98 -12 27 44.4	| EL, AZ: 51.0  71.4 	| Mag: 13.4 	| moon_dis: 70.8 
41 Daphne (A856 KA)                	| RA, DEC 11 10 28.64 +07 50 16.9	| EL, AZ: 50.6  342.6	| Mag: 12.4 	| moon_dis: 18.5 
70 Panopaea (A861 JA)              	| RA, DEC 14 57 23.63 -24 07 43.6	| EL, AZ: 49.1  93.0 	| Mag: 12.1 	| moon_dis: 81.9 
103 Hera (A868 RA)                 	| RA, DEC 11 04 27.16 +09 19 50.3	| EL, AZ: 48.8  341.0	| Mag: 13.6 	| moon_dis: 16.6 
416 Vaticana (A896 JA)             	| RA, DEC 11 37 30.68 +11 16 42.0	| EL, AZ: 48.4  353.7	| Mag: 12.9 	| moon_dis: 24.3 
44 Nysa (A857 KA)                  	| RA, DEC 10 56 43.01 +09 13 06.0	| EL, AZ: 48.3  338.3	| Mag: 11.4 	| moon_dis: 14.8 
498 Tokio (A902 XA)                	| RA, DEC 14 38 09.33 -08 23 09.0	| EL, AZ: 46.1  69.0 	| Mag: 13.6 	| moon_dis: 72.7 
337 Devosa (A892 SB)               	| RA, DEC 10 30 40.85 +09 36 15.0	| EL, AZ: 45.5  329.8	| Mag: 13.9 	| moon_dis: 8.6  
466 Tisiphone (A901 BB)            	| RA, DEC 15 28 54.27 -34 02 56.1	| EL, AZ: 44.9  109.6	| Mag: 13.8 	| moon_dis: 91.3 
694 Ekard (A909 VC)                	| RA, DEC 14 50 10.27 -10 14 38.0	| EL, AZ: 44.6  73.5 	| Mag: 13.7 	| moon_dis: 76.0 
387 Aquitania (A894 EC)            	| RA, DEC 13 04 50.18 +12 36 01.3	| EL, AZ: 44.1  24.2 	| Mag: 12.4 	| moon_dis: 45.4 
54 Alexandra (A858 RA)             	| RA, DEC 10 00 41.24 +07 24 06.1	| EL, AZ: 43.6  319.2	| Mag: 14.0 	| moon_dis: 5.7  
82 Alkmene (A864 WA)               	| RA, DEC 10 25 45.68 +11 08 12.2	| EL, AZ: 43.6  329.2	| Mag: 13.1 	| moon_dis: 6.9  
511 Davida (A903 KB)               	| RA, DEC 11 33 10.29 +17 24 34.8	| EL, AZ: 42.2  353.1	| Mag: 12.5 	| moon_dis: 23.2 
776 Berbericia (A914 BE)           	| RA, DEC 15 10 55.43 -11 50 36.8	| EL, AZ: 41.1  79.0 	| Mag: 13.1 	| moon_dis: 81.4 
363 Padua (A893 FD)                	| RA, DEC 15 29 10.69 -20 07 26.8	| EL, AZ: 40.8  91.4 	| Mag: 13.8 	| moon_dis: 87.8 
563 Suleika (A905 GD)              	| RA, DEC 15 19 06.70 -14 14 06.2	| EL, AZ: 40.5  83.0 	| Mag: 14.0 	| moon_dis: 83.9 
29 Amphitrite (A854 EB)            	| RA, DEC 15 43 46.53 -28 09 03.2	| EL, AZ: 40.4  102.9	| Mag: 10.5 	| moon_dis: 93.0 
92 Undina (A867 NA)                	| RA, DEC 15 13 22.48 -10 37 25.9	| EL, AZ: 40.0  78.0 	| Mag: 12.2 	| moon_dis: 81.6 
269 Justitia (A887 SA)             	| RA, DEC 15 14 32.07 -09 53 10.5	| EL, AZ: 39.3  77.4 	| Mag: 13.2 	| moon_dis: 81.7 
39 Laetitia (A856 CA)              	| RA, DEC 09 59 36.78 +12 29 55.1	| EL, AZ: 39.2  322.7	| Mag: 12.0 	| moon_dis: 0.6  
346 Hermentaria (A892 WC)          	| RA, DEC 15 27 58.97 -14 41 45.1	| EL, AZ: 38.8  84.9 	| Mag: 12.4 	| moon_dis: 86.1 
556 Phyllis (A905 AD)              	| RA, DEC 15 44 10.34 -23 19 48.9	| EL, AZ: 38.8  97.0 	| Mag: 14.0 	| moon_dis: 91.9 
674 Rachele (A908 UK)              	| RA, DEC 15 52 20.08 -25 23 29.7	| EL, AZ: 37.8  100.3	| Mag: 13.0 	| moon_dis: 94.2 
804 Hispania (A915 FK)             	| RA, DEC 16 14 47.73 -43 38 18.2	| EL, AZ: 37.6  124.1	| Mag: 12.2 	| moon_dis: 101.9
472 Roma (A901 NA)                 	| RA, DEC 14 53 53.10 +01 30 28.7	| EL, AZ: 36.9  61.8 	| Mag: 13.9 	| moon_dis: 73.9 
1048 Feodosia (A924 WQ)            	| RA, DEC 16 11 13.74 -35 21 37.9	| EL, AZ: 36.7  113.7	| Mag: 13.2 	| moon_dis: 100.1
739 Mandeville (A913 CH)           	| RA, DEC 10 20 21.34 +18 42 34.5	| EL, AZ: 36.2  332.0	| Mag: 14.0 	| moon_dis: 7.7  
559 Nanon (A905 EB)                	| RA, DEC 15 33 36.86 -11 14 03.3	| EL, AZ: 36.0  81.8 	| Mag: 13.9 	| moon_dis: 86.6 
123 Brunhild (A872 OB)             	| RA, DEC 16 04 59.24 -27 20 09.9	| EL, AZ: 35.7  103.7	| Mag: 13.9 	| moon_dis: 97.4 
34 Circe (A855 GA)                 	| RA, DEC 09 29 57.53 +12 29 50.5	| EL, AZ: 35.0  315.3	| Mag: 13.9 	| moon_dis: 7.0  
21 Lutetia (A852 VA)               	| RA, DEC 15 57 10.04 -20 35 45.1	| EL, AZ: 35.0  95.2 	| Mag: 11.1 	| moon_dis: 94.3 
127 Johanna (A872 VB)              	| RA, DEC 16 13 38.53 -30 09 37.6	| EL, AZ: 34.8  107.7	| Mag: 13.2 	| moon_dis: 99.8 
173 Ino (A877 PA)                  	| RA, DEC 15 12 12.42 -00 11 17.5	| EL, AZ: 34.4  66.9 	| Mag: 13.5 	| moon_dis: 78.8 
40 Harmonia (A856 FA)              	| RA, DEC 09 46 12.03 +16 21 55.3	| EL, AZ: 34.2  322.0	| Mag: 11.7 	| moon_dis: 4.4  
469 Argentina (A901 DC)            	| RA, DEC 16 25 51.70 -36 32 53.7	| EL, AZ: 34.1  116.0	| Mag: 13.5 	| moon_dis: 103.2
24 Themis (A853 GA)                	| RA, DEC 16 02 44.44 -21 20 32.1	| EL, AZ: 34.1  96.7 	| Mag: 12.5 	| moon_dis: 95.7 
481 Emita (A902 CB)                	| RA, DEC 16 12 14.86 -24 08 34.1	| EL, AZ: 33.1  100.8	| Mag: 13.9 	| moon_dis: 98.4 
200 Dynamene (A879 OA)             	| RA, DEC 09 21 25.28 +15 13 15.4	| EL, AZ: 31.6  315.4	| Mag: 14.0 	| moon_dis: 9.2  
108 Hecuba (A869 GB)               	| RA, DEC 16 26 04.94 -27 25 22.7	| EL, AZ: 31.3  105.7	| Mag: 13.0 	| moon_dis: 102.0
175 Andromache (A877 TA)           	| RA, DEC 16 27 30.22 -25 46 01.7	| EL, AZ: 30.5  104.0	| Mag: 13.3 	| moon_dis: 102.1
80 Sappho (A864 JA)                	| RA, DEC 08 51 42.98 +11 06 24.2	| EL, AZ: 29.8  306.0	| Mag: 13.4 	| moon_dis: 16.4 
121 Hermione (A872 JA)             	| RA, DEC 16 26 53.07 -23 00 53.6	| EL, AZ: 29.6  101.0	| Mag: 13.0 	| moon_dis: 101.5
304 Olga (A891 CB)                 	| RA, DEC 15 24 16.30 +04 02 57.1	| EL, AZ: 29.4  65.2 	| Mag: 14.0 	| moon_dis: 80.8 
194 Prokne (A879 FA)               	| RA, DEC 08 49 47.87 +11 58 49.3	| EL, AZ: 28.8  306.3	| Mag: 14.0 	| moon_dis: 16.8 
97 Klotho (A868 DB)                	| RA, DEC 15 56 07.10 -05 21 55.4	| EL, AZ: 28.2  79.2 	| Mag: 13.4 	| moon_dis: 90.7 
148 Gallia (A875 PA)               	| RA, DEC 14 58 41.21 +13 11 08.2	| EL, AZ: 28.1  52.6 	| Mag: 13.3 	| moon_dis: 72.8 
98 Ianthe (A868 HA)                	| RA, DEC 09 24 52.54 +20 23 43.9	| EL, AZ: 28.0  319.8	| Mag: 13.8 	| moon_dis: 10.9 
660 Crescentia (A908 AN)           	| RA, DEC 15 39 09.12 +02 13 20.9	| EL, AZ: 27.5  69.4 	| Mag: 13.1 	| moon_dis: 84.8 
28 Bellona (A854 EA)               	| RA, DEC 16 10 49.43 -09 26 28.3	| EL, AZ: 27.1  85.2 	| Mag: 12.2 	| moon_dis: 95.1 
218 Bianca (A880 RA)               	| RA, DEC 08 38 27.96 +11 36 14.8	| EL, AZ: 27.1  303.9	| Mag: 14.0 	| moon_dis: 19.6 
48 Doris (A857 SA)                 	| RA, DEC 16 18 59.75 -13 04 38.4	| EL, AZ: 27.0  89.9 	| Mag: 12.5 	| moon_dis: 97.8 
17 Thetis (A852 HA)                	| RA, DEC 09 04 24.08 +17 51 48.8	| EL, AZ: 26.9  313.8	| Mag: 13.3 	| moon_dis: 13.9 
119 Althaea (A872 GA)              	| RA, DEC 16 27 29.47 -14 25 41.3	| EL, AZ: 25.8  92.3 	| Mag: 12.6 	| moon_dis: 100.1
159 Aemilia (A876 BA)              	| RA, DEC 16 35 26.29 -15 37 12.3	| EL, AZ: 24.6  94.4 	| Mag: 13.7 	| moon_dis: 102.2
210 Isabella (A879 VA)             	| RA, DEC 17 01 32.42 -29 02 37.6	| EL, AZ: 24.6  110.6	| Mag: 14.0 	| moon_dis: 110.0
412 Elisabetha (A896 AB)           	| RA, DEC 16 33 41.89 -14 26 06.3	| EL, AZ: 24.5  93.0 	| Mag: 13.5 	| moon_dis: 101.6
441 Bathilde (A898 XA)             	| RA, DEC 08 28 59.73 +13 53 14.9	| EL, AZ: 23.8  304.0	| Mag: 13.9 	| moon_dis: 21.8 
276 Adelheid (A888 HA)             	| RA, DEC 16 06 37.64 -00 56 11.0	| EL, AZ: 23.6  76.5 	| Mag: 14.0 	| moon_dis: 92.2 
31 Euphrosyne (A854 RA)            	| RA, DEC 18 00 45.88 -55 18 04.4	| EL, AZ: 23.5  141.7	| Mag: 12.7 	| moon_dis: 117.9
