Tabela de observabilidade - Cinturão Principal - Zeiss


Iluninação da lua: 3.2 %


--------------------------------------------------------------------------------------------------------------------------------------------------------


Objeto                    |  mag  |  rot  | 18:00 | 19:00 | 20:00 | 21:00 | 22:00 | 23:00 | 00:00 | 01:00 | 02:00 | 03:00 | 04:00 | 05:00 | 06:00 |
540 Rosamunde (A904 PE)   |  13.7 |   9.4 |       |       |  31.8 |  44.7 |  57.2 |  68.1 |  73.6 |  69.0 |  58.5 |  46.1 |  33.2 |  20.2 |       |
505 Cava (A902 QA)        |  13.7 |   8.2 |       |       |       |       |       |       |       |       |       |       |  27.8 |  39.8 |  50.5 |
530 Turandot (A904 GB)    |  13.7 |  20.0 |       |       |       |       |       |       |       |       |  31.4 |  43.9 |  55.3 |  63.9 |  66.5 |
347 Pariana (A892 WD)     |  13.7 |   4.1 |       |       |       |       |       |       |  26.7 |  39.6 |  52.5 |  65.5 |  77.6 |  82.1 |  71.8 |
35 Leukothea (A855 HA)    |  13.7 |  31.9 |  61.0 |  56.6 |  47.6 |  36.3 |  24.0 |       |       |       |       |       |       |       |       |
122 Gerda (A872 OA)       |  13.7 |  10.7 |  60.7 |  61.0 |  55.0 |  45.2 |  33.5 |  20.9 |       |       |       |       |       |       |       |
736 Harvard (A912 WC)     |  13.7 |   6.7 |       |       |       |       |       |       |  23.5 |  36.4 |  48.9 |  60.1 |  67.9 |  68.2 |  60.7 |
663 Gerlinde (A908 MB)    |  13.8 |  10.3 |       |       |  20.4 |  33.0 |  44.9 |  55.2 |  61.8 |  61.9 |  55.6 |  45.5 |  33.6 |  21.0 |       |
686 Gersuind (A909 QA)    |  13.8 |   6.3 |       |       |       |       |       |       |       |       |       |       |       |       |  27.1 |
466 Tisiphone (A901 BB)   |  13.8 |   8.8 |  44.2 |  56.5 |  68.9 |  81.0 |  83.8 |  72.2 |  59.8 |  47.4 |  35.3 |  23.5 |       |       |       |
98 Ianthe (A868 HA)       |  13.8 |  16.5 |  28.1 |       |       |       |       |       |       |       |       |       |       |       |       |
241 Germania (A884 RA)    |  13.8 |  15.5 |  66.0 |  70.2 |  65.6 |  55.5 |  43.4 |  30.6 |       |       |       |       |       |       |       |
233 Asterope (A883 JA)    |  13.8 |  19.7 |  60.2 |  67.2 |  66.5 |  58.8 |  47.7 |  35.3 |  22.4 |       |       |       |       |       |       |
503 Evelyn (A903 BL)      |  13.8 |  38.9 |       |       |  22.0 |  34.5 |  47.2 |  60.2 |  73.2 |  85.4 |  79.7 |  66.8 |  53.8 |  41.0 |  28.3 |
847 Agnia (A915 RP)       |  13.8 |  14.8 |       |       |       |  28.0 |  40.9 |  53.9 |  66.6 |  77.6 |  78.7 |  68.4 |  55.8 |  42.8 |  29.8 |
363 Padua (A893 FD)       |  13.8 |   8.4 |  40.0 |  53.0 |  65.7 |  76.8 |  78.8 |  68.9 |  56.5 |  43.5 |  30.5 |       |       |       |       |
814 Tauris (A916 AE)      |  13.8 |  36.1 |       |  30.5 |  43.4 |  56.4 |  69.3 |  81.1 |  80.7 |  68.8 |  55.9 |  42.9 |  30.1 |       |       |
1609 Brenda (1951 NL)     |  13.8 |  19.8 |       |       |       |       |       |       |       |       |  28.6 |  41.6 |  54.5 |  67.0 |  77.1 |
599 Luisa (A906 HF)       |  13.8 |   9.6 |  58.1 |  69.1 |  74.6 |  69.5 |  58.7 |  46.2 |  33.3 |  20.4 |       |       |       |       |       |
419 Aurelia (A896 RF)     |  13.8 |  16.8 |       |       |       |       |       |       |       |       |       |       |       |  20.5 |  30.3 |
818 Kapteynia (A916 DF)   |  13.8 |  16.4 |       |       |       |       |       |  30.0 |  42.0 |  54.3 |  66.7 |  78.9 |  85.2 |  74.4 |  62.0 |
582 Olympia (A906 BM)     |  13.9 |  36.3 |       |       |       |       |       |       |  30.3 |  41.6 |  50.9 |  56.4 |  56.3 |  50.5 |  41.1 |
325 Heidelberga (A892 EA) |  13.9 |   6.7 |       |       |       |       |  22.5 |  35.1 |  48.0 |  61.0 |  73.8 |  84.3 |  77.4 |  64.8 |  51.8 |
921 Jovita (A919 RD)      |  13.9 |  15.6 |       |       |  23.0 |  35.1 |  46.0 |  54.4 |  58.3 |  56.0 |  48.5 |  38.1 |  26.3 |       |       |
976 Benjamina (A922 FD)   |  13.9 |   9.7 |       |       |  22.1 |  35.1 |  48.0 |  60.4 |  71.1 |  75.1 |  68.4 |  57.0 |  44.3 |  31.4 |       |
481 Emita (A902 CB)       |  13.9 |  14.4 |  32.2 |  45.0 |  58.0 |  70.9 |  82.3 |  79.5 |  67.3 |  54.3 |  41.4 |  28.6 |       |       |       |
378 Holmia (A893 XA)      |  13.9 |   4.5 |       |       |  25.5 |  38.5 |  51.3 |  63.4 |  72.8 |  73.7 |  65.2 |  53.3 |  40.5 |  27.6 |       |
559 Nanon (A905 EB)       |  13.9 |  10.1 |  35.1 |  47.8 |  59.5 |  68.6 |  70.6 |  63.8 |  52.8 |  40.4 |  27.5 |       |       |       |       |
797 Montana (A914 WG)     |  13.9 |   4.5 |       |  27.1 |  40.1 |  53.0 |  65.6 |  76.1 |  77.3 |  67.6 |  55.2 |  42.3 |  29.3 |       |       |
2379 Heiskanen (1941 ST)  |  13.9 |   3.8 |       |       |       |       |  32.5 |  45.5 |  58.4 |  70.6 |  79.3 |  75.0 |  63.5 |  50.7 |  37.7 |
472 Roma (A901 NA)        |  13.9 |   9.8 |  36.1 |  46.8 |  54.9 |  58.2 |  55.4 |  47.6 |  37.1 |  25.1 |       |       |       |       |       |
34 Circe (A855 GA)        |  13.9 |  12.2 |  35.2 |  25.2 |       |       |       |       |       |       |       |       |       |       |       |
67 Asia (A861 HA)         |  13.9 |  15.9 |  52.3 |  45.0 |  34.9 |  23.3 |       |       |       |       |       |       |       |       |       |
1105 Fragaria (1929 AB)   |  13.9 |   5.4 |       |       |       |       |  30.8 |  43.7 |  56.7 |  69.2 |  79.0 |  76.7 |  65.5 |  52.7 |  39.8 |
123 Brunhild (A872 OB)    |  13.9 |   9.9 |  34.9 |  47.6 |  60.5 |  73.5 |  85.8 |  79.6 |  66.6 |  53.7 |  40.8 |  28.2 |       |       |       |
260 Huberta (A886 TA)     |  13.9 |   8.3 |       |       |       |  32.4 |  45.3 |  57.8 |  68.9 |  74.6 |  69.7 |  58.9 |  46.5 |  33.6 |  20.6 |
780 Armenia (A914 BJ)     |  13.9 |  19.9 |       |  21.7 |  34.1 |  45.5 |  54.9 |  60.1 |  58.9 |  52.0 |  41.8 |  29.9 |       |       |       |
337 Devosa (A892 SB)      |  13.9 |   4.7 |  45.5 |  37.5 |  27.2 |       |       |       |       |       |       |       |       |       |       |
362 Havnia (A893 EG)      |  13.9 |  16.9 |  52.2 |  65.1 |  76.9 |  80.7 |  70.9 |  58.3 |  45.4 |  32.4 |       |       |       |       |       |
441 Bathilde (A898 XA)    |  13.9 |  10.4 |  24.1 |       |       |       |       |       |       |       |       |       |       |       |       |
163 Erigone (A876 HC)     |  14.0 |  16.1 |       |       |  27.4 |  40.4 |  53.3 |  65.5 |  75.1 |  75.1 |  65.6 |  53.3 |  40.4 |  27.4 |       |
194 Prokne (A879 FA)      |  14.0 |  15.7 |  29.2 |       |       |       |       |       |       |       |       |       |       |       |       |
527 Euryanthe (A904 FC)   |  14.0 |  42.8 |       |  26.9 |  39.9 |  52.7 |  64.9 |  74.2 |  74.4 |  65.2 |  53.1 |  40.2 |  27.2 |       |       |
270 Anahita (A887 TA)     |  14.0 |  15.1 |  60.7 |  57.3 |  48.9 |  38.0 |  25.8 |       |       |       |       |       |       |       |       |
54 Alexandra (A858 RA)    |  14.0 |   7.0 |  43.9 |  34.3 |  23.0 |       |       |       |       |       |       |       |       |       |       |
304 Olga (A891 CB)        |  14.0 |  18.4 |  28.6 |  39.8 |  49.1 |  54.8 |  55.1 |  49.8 |  40.8 |  29.7 |       |       |       |       |       |
1631 Kopff (1936 UC)      |  14.0 |   6.7 |       |       |       |       |       |  28.5 |  40.9 |  53.5 |  66.4 |  79.3 |  87.7 |  74.7 |  61.8 |
276 Adelheid (A888 HA)    |  14.0 |   6.3 |  22.7 |  35.1 |  46.5 |  55.7 |  60.5 |  58.9 |  51.6 |  41.2 |  29.2 |       |       |       |       |
1458 Mineura (1937 RC)    |  14.0 | 930.0 |       |       |       |       |  29.3 |  41.1 |  51.2 |  58.0 |  59.2 |  54.2 |  44.9 |  33.6 |  21.3 |
739 Mandeville (A913 CH)  |  14.0 |  23.9 |  36.3 |  28.9 |       |       |       |       |       |       |       |       |       |       |       |
840 Zenobia (A916 SN)     |  14.0 |   5.6 |       |       |  25.3 |  38.2 |  51.2 |  64.0 |  75.5 |  79.3 |  70.3 |  58.0 |  45.1 |  32.1 |       |
218 Bianca (A880 RA)      |  14.0 |   6.3 |  27.4 |       |       |       |       |       |       |       |       |       |       |       |       |
872 Holda (A917 KH)       |  14.0 |   5.9 |       |       |       |       |       |  32.5 |  44.9 |  56.2 |  64.6 |  66.6 |  60.9 |  50.7 |  38.7 |
212 Medea (A880 CA)       |  14.0 |  10.3 |       |       |       |       |       |       |       |       |       |       |  23.0 |  33.2 |  41.4 |
200 Dynamene (A879 OA)    |  14.0 |  37.4 |  31.8 |  21.9 |       |       |       |       |       |       |       |       |       |       |       |
556 Phyllis (A905 AD)     |  14.0 |   4.3 |  38.0 |  50.9 |  63.9 |  76.3 |  83.0 |  73.6 |  60.9 |  47.9 |  35.0 |  22.3 |       |       |       |
210 Isabella (A879 VA)    |  14.0 |   6.7 |  23.7 |  36.1 |  48.7 |  61.6 |  74.5 |  87.4 |  79.2 |  66.2 |  53.3 |  40.6 |  28.1 |       |       |
238 Hypatia (A884 NA)     |  14.0 |   8.9 |  56.6 |  59.2 |  55.4 |  47.0 |  36.1 |  24.0 |       |       |       |       |       |       |       |
563 Suleika (A905 GD)     |  14.0 |   5.7 |  39.6 |  52.4 |  64.2 |  72.8 |  72.4 |  63.5 |  51.6 |  38.8 |  25.8 |       |       |       |       |
790 Pretoria (A912 BE)    |  14.0 |  10.4 |  74.8 |  76.7 |  67.7 |  55.5 |  42.7 |  29.7 |       |       |       |       |       |       |       |
--------------------------+-------+-------+-------+-------+-------+-------+-------+-------+-------+-------+-------+-------+-------+-------+


--------------------------------------------------------------------------------------------------------------------------------------------------------


Unidades: 
Nome | RA (hh mm ss.ss), DEC (dd mm ss.s) | EL (dd.d) AZ (dd.d) | magnitude aparente | moon_dis (dd.d)


Local Time: 2026-07-15 18:00 -- UTC: 2026-07-15 21:00
790 Pretoria (A912 BE)             	| RA, DEC 12 29 08.89 -17 44 09.0	| EL, AZ: 74.8  37.6 	| Mag: 14.0 	| moon_dis: 62.5 
15 Eunomia (A851 OA)               	| RA, DEC 11 59 18.40 -12 07 43.3	| EL, AZ: 71.9  6.9  	| Mag: 11.3 	| moon_dis: 53.4 
241 Germania (A884 RA)             	| RA, DEC 12 49 09.21 -10 19 26.4	| EL, AZ: 66.0  37.7 	| Mag: 13.8 	| moon_dis: 63.0 
704 Interamnia (A910 TC)           	| RA, DEC 13 46 52.63 -26 40 26.6	| EL, AZ: 64.3  89.6 	| Mag: 12.5 	| moon_dis: 82.6 
55 Pandora (A858 RB)               	| RA, DEC 13 00 25.41 -10 00 33.4	| EL, AZ: 64.2  42.7 	| Mag: 13.7 	| moon_dis: 65.3 
93 Minerva (A867 QA)               	| RA, DEC 13 33 03.52 -17 37 35.6	| EL, AZ: 63.6  67.7 	| Mag: 12.6 	| moon_dis: 75.8 
120 Lachesis (A872 GB)             	| RA, DEC 11 51 45.88 -03 19 44.0	| EL, AZ: 63.2  0.6  	| Mag: 13.6 	| moon_dis: 47.1 
20 Massalia (A852 SA)              	| RA, DEC 12 30 41.76 -03 14 17.5	| EL, AZ: 61.5  21.4 	| Mag: 11.5 	| moon_dis: 55.7 
35 Leukothea (A855 HA)             	| RA, DEC 11 39 59.57 -01 09 14.6	| EL, AZ: 61.0  354.5	| Mag: 13.7 	| moon_dis: 43.5 
154 Bertha (A875 VD)               	| RA, DEC 13 46 25.38 -17 31 20.4	| EL, AZ: 60.8  71.1 	| Mag: 13.1 	| moon_dis: 78.6 
26 Proserpina (A853 JA)            	| RA, DEC 13 04 52.78 -06 39 07.0	| EL, AZ: 60.8  40.4 	| Mag: 12.4 	| moon_dis: 64.9 
122 Gerda (A872 OA)                	| RA, DEC 12 23 55.66 -01 50 11.6	| EL, AZ: 60.7  17.2 	| Mag: 13.7 	| moon_dis: 53.6 
270 Anahita (A887 TA)              	| RA, DEC 11 49 30.34 -00 45 10.2	| EL, AZ: 60.7  359.4	| Mag: 14.0 	| moon_dis: 45.4 
233 Asterope (A883 JA)             	| RA, DEC 13 16 17.82 -08 03 44.3	| EL, AZ: 60.2  46.7 	| Mag: 13.8 	| moon_dis: 68.0 
88 Thisbe (A866 LA)                	| RA, DEC 11 22 17.31 -00 56 46.6	| EL, AZ: 60.1  345.7	| Mag: 13.2 	| moon_dis: 39.6 
13 Egeria (A850 VA)                	| RA, DEC 13 34 04.51 -11 50 06.5	| EL, AZ: 59.9  58.3 	| Mag: 12.0 	| moon_dis: 73.6 
174 Phaedra (A877 RA)              	| RA, DEC 14 10 32.39 -29 13 58.2	| EL, AZ: 59.7  97.3 	| Mag: 12.9 	| moon_dis: 88.4 
204 Kallisto (A879 TA)             	| RA, DEC 12 52 13.83 -03 17 43.3	| EL, AZ: 59.5  31.5 	| Mag: 13.7 	| moon_dis: 60.6 
19 Fortuna (A852 QA)               	| RA, DEC 11 51 34.62 +00 32 02.4	| EL, AZ: 59.4  0.5  	| Mag: 13.2 	| moon_dis: 45.3 
7 Iris (A847 PA)                   	| RA, DEC 11 17 06.14 -00 19 42.5	| EL, AZ: 59.2  343.5	| Mag: 11.4 	| moon_dis: 38.1 
599 Luisa (A906 HF)                	| RA, DEC 13 52 17.59 -14 41 39.2	| EL, AZ: 58.1  67.9 	| Mag: 13.8 	| moon_dis: 78.8 
65 Cybele (A861 EB)                	| RA, DEC 12 01 11.40 +02 14 29.4	| EL, AZ: 57.6  4.9  	| Mag: 13.1 	| moon_dis: 46.7 
238 Hypatia (A884 NA)              	| RA, DEC 12 44 54.25 +00 43 43.7	| EL, AZ: 56.6  25.2 	| Mag: 14.0 	| moon_dis: 57.3 
156 Xanthippe (A875 WA)            	| RA, DEC 10 50 38.88 +00 08 25.2	| EL, AZ: 56.6  332.0	| Mag: 13.7 	| moon_dis: 32.4 
374 Burgundia (A893 SA)            	| RA, DEC 13 40 16.70 -08 23 53.7	| EL, AZ: 56.4  55.4 	| Mag: 13.7 	| moon_dis: 73.6 
69 Hesperia (A861 HC)              	| RA, DEC 13 23 44.52 -03 12 23.7	| EL, AZ: 55.2  43.8 	| Mag: 12.9 	| moon_dis: 67.8 
79 Eurynome (A863 RA)              	| RA, DEC 14 08 33.32 -10 25 45.8	| EL, AZ: 52.4  65.8 	| Mag: 13.0 	| moon_dis: 80.8 
67 Asia (A861 HA)                  	| RA, DEC 10 53 07.82 +05 01 16.4	| EL, AZ: 52.3  336.2	| Mag: 13.9 	| moon_dis: 30.3 
135 Hertha (A874 DA)               	| RA, DEC 14 27 49.58 -17 46 11.0	| EL, AZ: 52.2  80.1 	| Mag: 12.4 	| moon_dis: 87.8 
362 Havnia (A893 EG)               	| RA, DEC 14 35 01.75 -21 30 32.5	| EL, AZ: 52.2  86.8 	| Mag: 13.9 	| moon_dis: 90.7 
11 Parthenope (A850 JA)            	| RA, DEC 11 24 04.13 +07 41 37.2	| EL, AZ: 51.7  349.4	| Mag: 12.2 	| moon_dis: 36.1 
116 Sirona (A871 RA)               	| RA, DEC 14 25 44.85 -14 10 10.3	| EL, AZ: 51.0  74.6 	| Mag: 12.7 	| moon_dis: 86.1 
41 Daphne (A856 KA)                	| RA, DEC 11 08 35.72 +07 57 32.6	| EL, AZ: 50.6  343.5	| Mag: 12.4 	| moon_dis: 32.4 
144 Vibilia (A875 LA)              	| RA, DEC 14 24 40.34 -12 24 39.7	| EL, AZ: 50.3  72.0 	| Mag: 13.4 	| moon_dis: 85.2 
103 Hera (A868 RA)                 	| RA, DEC 11 03 11.23 +09 27 34.0	| EL, AZ: 48.8  342.1	| Mag: 13.6 	| moon_dis: 30.6 
70 Panopaea (A861 JA)              	| RA, DEC 14 56 59.84 -24 03 58.6	| EL, AZ: 48.4  93.3 	| Mag: 12.1 	| moon_dis: 96.3 
44 Nysa (A857 KA)                  	| RA, DEC 10 54 56.18 +09 23 47.2	| EL, AZ: 48.3  339.1	| Mag: 11.4 	| moon_dis: 28.7 
416 Vaticana (A896 JA)             	| RA, DEC 11 36 10.24 +11 29 32.3	| EL, AZ: 48.3  354.7	| Mag: 12.9 	| moon_dis: 37.7 
337 Devosa (A892 SB)               	| RA, DEC 10 28 57.27 +09 48 22.1	| EL, AZ: 45.5  330.6	| Mag: 13.9 	| moon_dis: 22.7 
498 Tokio (A902 XA)                	| RA, DEC 14 37 49.30 -08 16 41.6	| EL, AZ: 45.3  69.6 	| Mag: 13.6 	| moon_dis: 86.8 
466 Tisiphone (A901 BB)            	| RA, DEC 15 28 46.09 -34 10 15.0	| EL, AZ: 44.2  110.0	| Mag: 13.8 	| moon_dis: 105.7
694 Ekard (A909 VC)                	| RA, DEC 14 49 49.45 -10 16 12.9	| EL, AZ: 43.9  74.2 	| Mag: 13.7 	| moon_dis: 90.3 
54 Alexandra (A858 RA)             	| RA, DEC 09 59 26.82 +07 31 50.4	| EL, AZ: 43.9  320.1	| Mag: 14.0 	| moon_dis: 17.8 
387 Aquitania (A894 EC)            	| RA, DEC 13 03 45.81 +12 48 17.5	| EL, AZ: 43.6  25.0 	| Mag: 12.4 	| moon_dis: 58.0 
82 Alkmene (A864 WA)               	| RA, DEC 10 23 52.95 +11 19 50.5	| EL, AZ: 43.6  330.0	| Mag: 13.1 	| moon_dis: 21.0 
511 Davida (A903 KB)               	| RA, DEC 11 32 01.06 +17 33 43.9	| EL, AZ: 42.1  354.0	| Mag: 12.5 	| moon_dis: 35.4 
776 Berbericia (A914 BE)           	| RA, DEC 15 10 57.20 -11 45 30.3	| EL, AZ: 40.2  79.6 	| Mag: 13.1 	| moon_dis: 95.7 
363 Padua (A893 FD)                	| RA, DEC 15 29 07.87 -20 05 54.3	| EL, AZ: 40.0  91.9 	| Mag: 13.8 	| moon_dis: 102.3
563 Suleika (A905 GD)              	| RA, DEC 15 19 09.91 -14 11 22.5	| EL, AZ: 39.6  83.6 	| Mag: 14.0 	| moon_dis: 98.3 
29 Amphitrite (A854 EB)            	| RA, DEC 15 43 48.34 -28 11 30.8	| EL, AZ: 39.6  103.3	| Mag: 10.5 	| moon_dis: 107.5
39 Laetitia (A856 CA)              	| RA, DEC 09 58 14.37 +12 35 41.2	| EL, AZ: 39.5  323.5	| Mag: 12.0 	| moon_dis: 14.7 
92 Undina (A867 NA)                	| RA, DEC 15 13 17.84 -10 33 09.6	| EL, AZ: 39.1  78.6 	| Mag: 12.2 	| moon_dis: 95.9 
269 Justitia (A887 SA)             	| RA, DEC 15 13 56.65 -09 47 06.1	| EL, AZ: 38.6  77.8 	| Mag: 13.2 	| moon_dis: 95.8 
556 Phyllis (A905 AD)              	| RA, DEC 15 44 09.09 -23 22 21.8	| EL, AZ: 38.0  97.4 	| Mag: 14.0 	| moon_dis: 106.5
346 Hermentaria (A892 WC)          	| RA, DEC 15 27 59.21 -14 38 25.2	| EL, AZ: 37.9  85.4 	| Mag: 12.4 	| moon_dis: 100.5
674 Rachele (A908 UK)              	| RA, DEC 15 52 33.19 -25 23 00.7	| EL, AZ: 36.9  100.7	| Mag: 13.0 	| moon_dis: 108.8
804 Hispania (A915 FK)             	| RA, DEC 16 15 01.54 -43 45 33.6	| EL, AZ: 36.9  124.4	| Mag: 12.2 	| moon_dis: 115.8
739 Mandeville (A913 CH)           	| RA, DEC 10 18 29.98 +18 49 35.8	| EL, AZ: 36.3  332.7	| Mag: 14.0 	| moon_dis: 17.9 
472 Roma (A901 NA)                 	| RA, DEC 14 53 37.60 +01 39 18.5	| EL, AZ: 36.1  62.4 	| Mag: 13.9 	| moon_dis: 87.3 
1048 Feodosia (A924 WQ)            	| RA, DEC 16 11 17.80 -35 20 10.5	| EL, AZ: 35.9  114.0	| Mag: 13.2 	| moon_dis: 114.5
34 Circe (A855 GA)                 	| RA, DEC 09 28 07.21 +12 37 29.5	| EL, AZ: 35.2  315.9	| Mag: 13.9 	| moon_dis: 8.7  
559 Nanon (A905 EB)                	| RA, DEC 15 33 27.70 -11 08 01.1	| EL, AZ: 35.1  82.3 	| Mag: 13.9 	| moon_dis: 100.7
123 Brunhild (A872 OB)             	| RA, DEC 16 05 11.20 -27 23 34.3	| EL, AZ: 34.9  104.2	| Mag: 13.9 	| moon_dis: 112.0
40 Harmonia (A856 FA)              	| RA, DEC 09 44 23.63 +16 30 55.6	| EL, AZ: 34.4  322.6	| Mag: 11.7 	| moon_dis: 10.2 
21 Lutetia (A852 VA)               	| RA, DEC 15 57 10.57 -20 34 18.0	| EL, AZ: 34.1  95.6 	| Mag: 11.1 	| moon_dis: 108.8
127 Johanna (A872 VB)              	| RA, DEC 16 13 52.65 -30 11 13.7	| EL, AZ: 33.9  108.1	| Mag: 13.2 	| moon_dis: 114.4
173 Ino (A877 PA)                  	| RA, DEC 15 12 08.83 -00 05 29.1	| EL, AZ: 33.5  67.6 	| Mag: 13.5 	| moon_dis: 92.2 
469 Argentina (A901 DC)            	| RA, DEC 16 26 04.22 -36 38 24.2	| EL, AZ: 33.3  116.4	| Mag: 13.5 	| moon_dis: 117.6
24 Themis (A853 GA)                	| RA, DEC 16 02 52.34 -21 20 56.4	| EL, AZ: 33.2  97.1 	| Mag: 12.5 	| moon_dis: 110.3
481 Emita (A902 CB)                	| RA, DEC 16 12 34.04 -24 07 55.3	| EL, AZ: 32.2  101.2	| Mag: 13.9 	| moon_dis: 113.0
200 Dynamene (A879 OA)             	| RA, DEC 09 19 49.81 +15 21 51.8	| EL, AZ: 31.8  316.1	| Mag: 14.0 	| moon_dis: 5.4  
108 Hecuba (A869 GB)               	| RA, DEC 16 26 19.26 -27 27 23.4	| EL, AZ: 30.5  106.1	| Mag: 13.0 	| moon_dis: 116.7
80 Sappho (A864 JA)                	| RA, DEC 08 50 03.45 +11 12 37.4	| EL, AZ: 30.1  306.5	| Mag: 13.4 	| moon_dis: 8.3  
175 Andromache (A877 TA)           	| RA, DEC 16 27 48.68 -25 47 15.1	| EL, AZ: 29.6  104.4	| Mag: 13.3 	| moon_dis: 116.7
194 Prokne (A879 FA)               	| RA, DEC 08 48 27.05 +12 01 52.9	| EL, AZ: 29.2  306.9	| Mag: 14.0 	| moon_dis: 7.7  
121 Hermione (A872 JA)             	| RA, DEC 16 27 12.71 -23 00 25.1	| EL, AZ: 28.6  101.4	| Mag: 13.0 	| moon_dis: 116.1
304 Olga (A891 CB)                 	| RA, DEC 15 24 01.67 +04 12 48.1	| EL, AZ: 28.6  65.7 	| Mag: 14.0 	| moon_dis: 93.6 
98 Ianthe (A868 HA)                	| RA, DEC 09 22 51.94 +20 36 59.4	| EL, AZ: 28.1  320.4	| Mag: 13.8 	| moon_dis: 5.0  
218 Bianca (A880 RA)               	| RA, DEC 08 36 47.03 +11 40 09.4	| EL, AZ: 27.4  304.3	| Mag: 14.0 	| moon_dis: 9.6  
148 Gallia (A875 PA)               	| RA, DEC 14 58 33.81 +13 20 09.9	| EL, AZ: 27.3  53.2 	| Mag: 13.3 	| moon_dis: 84.7 
97 Klotho (A868 DB)                	| RA, DEC 15 56 19.40 -05 18 30.5	| EL, AZ: 27.3  79.7 	| Mag: 13.4 	| moon_dis: 104.4
17 Thetis (A852 HA)                	| RA, DEC 09 02 41.53 +17 58 11.6	| EL, AZ: 27.2  314.3	| Mag: 13.3 	| moon_dis: 0.9  
660 Crescentia (A908 AN)           	| RA, DEC 15 38 53.11 +02 23 21.3	| EL, AZ: 26.7  69.8 	| Mag: 13.1 	| moon_dis: 97.8 
28 Bellona (A854 EA)               	| RA, DEC 16 10 59.89 -09 22 38.8	| EL, AZ: 26.2  85.7 	| Mag: 12.2 	| moon_dis: 109.1
48 Doris (A857 SA)                 	| RA, DEC 16 19 13.75 -13 03 32.2	| EL, AZ: 26.1  90.4 	| Mag: 12.5 	| moon_dis: 112.0
119 Althaea (A872 GA)              	| RA, DEC 16 27 45.09 -14 25 06.8	| EL, AZ: 24.9  92.8 	| Mag: 12.6 	| moon_dis: 114.4
441 Bathilde (A898 XA)             	| RA, DEC 08 27 14.90 +14 00 10.1	| EL, AZ: 24.1  304.5	| Mag: 13.9 	| moon_dis: 9.8  
210 Isabella (A879 VA)             	| RA, DEC 17 02 05.89 -29 03 59.4	| EL, AZ: 23.7  111.0	| Mag: 14.0 	| moon_dis: 124.7
159 Aemilia (A876 BA)              	| RA, DEC 16 35 45.97 -15 35 37.0	| EL, AZ: 23.7  94.9 	| Mag: 13.7 	| moon_dis: 116.5
412 Elisabetha (A896 AB)           	| RA, DEC 16 34 00.25 -14 20 14.5	| EL, AZ: 23.5  93.4 	| Mag: 13.5 	| moon_dis: 115.8
31 Euphrosyne (A854 RA)            	| RA, DEC 18 01 50.65 -55 19 58.6	| EL, AZ: 22.8  142.0	| Mag: 12.7 	| moon_dis: 130.2
276 Adelheid (A888 HA)             	| RA, DEC 16 06 46.31 -00 54 46.0	| EL, AZ: 22.7  77.1 	| Mag: 14.0 	| moon_dis: 105.4
